Date;CD;LD;Total;Total cumulé
2015-11-08;910;2003;2913;7297002
2015-11-17;150;3085;3235;7332342
2015-12-01;246;4342;4588;7382539
2015-12-02;312;4191;4503;7387042
2015-12-04;467;4143;4610;7396512
2015-12-08;209;3448;3657;7409686
2015-12-09;311;4195;4506;7414192
2015-12-14;230;3915;4145;7433284
2016-01-01;723;706;1429;7481413
2016-01-09;438;2052;2490;7504274
2016-01-29;347;3696;4043;7572805
2016-02-02;248;3692;3940;7583421
2016-02-11;327;3331;3658;7613175
2016-02-14;568;1176;1744;7620078
2016-02-21;486;1342;1828;7639279
2016-02-23;176;3248;3424;7646014
2016-03-04;316;3138;3454;7679614
2016-03-08;174;3810;3984;7692052
2016-03-16;231;3779;4010;7721565
2016-03-28;190;798;988;7761117
2016-04-08;464;3050;3514;7802362
2016-04-18;320;3868;4188;7836122
2016-04-30;770;2244;3014;7887318
2016-05-01;1506;1990;3496;7890814
2016-05-20;421;3737;4158;7966881
2016-05-29;365;1046;1411;8003946
2016-06-11;1140;2604;3744;8064469
2016-06-24;825;4618;5443;8120960
2016-06-25;1002;2396;3398;8124358
2016-06-28;721;4824;5545;8136796
2016-07-07;916;5074;5990;8177590
2016-07-14;1322;1840;3162;8208103
2021-09-23;452;5042;5494;14061711
2021-09-25;558;2558;3116;14070648
2021-09-30;310;4715;5025;14091856
2021-10-04;175;3692;3867;14103305
2021-10-08;509;4820;5329;14123067
2021-10-21;233;4154;4387;14175986
2016-07-22;947;3995;4942;8240135
2016-07-25;703;3439;4142;8250965
2016-07-31;1221;1416;2637;8276161
2016-08-02;885;3383;4268;8284291
2016-08-16;789;3131;3920;8333038
2016-08-27;1120;2357;3477;8377876
2016-08-31;703;4347;5050;8395387
2016-09-09;926;5035;5961;8440939
2016-09-13;577;4612;5189;8458034
2016-09-16;663;3874;4537;8474416
2016-09-23;1069;5651;6720;8511304
2016-10-05;533;5265;5798;8570990
2016-10-16;314;1132;1446;8620231
2016-10-18;286;4706;4992;8629751
2016-10-25;342;3975;4317;8657697
2016-10-31;835;2726;3561;8680068
2016-11-01;820;2150;2970;8683038
2016-11-08;270;4378;4648;8711769
2016-11-09;345;4496;4841;8716610
2016-11-10;391;4396;4787;8721397
2016-11-11;1174;2097;3271;8724668
2016-11-25;363;4024;4387;8773792
2016-12-01;213;4099;4312;8795741
2016-12-20;232;3247;3479;8865563
2016-12-26;158;1229;1387;8877223
2016-12-28;323;1901;2224;8881629
2016-12-29;329;1995;2324;8883953
2017-01-01;192;495;687;8887556
2017-01-10;188;3750;3938;8914685
2017-01-16;117;2713;2830;8932317
2017-01-26;233;3416;3649;8963623
2017-02-11;504;1733;2237;9011222
2017-02-18;755;1742;2497;9033114
2017-02-21;235;3002;3237;9040922
2017-02-26;262;1053;1315;9054560
2017-02-28;197;3413;3610;9060215
2017-03-12;350;939;1289;9097193
2017-04-05;432;4275;4707;9190499
2017-04-07;644;4341;4985;9200588
2017-04-14;630;3203;3833;9227877
2017-04-16;1189;1149;2338;9232845
2017-04-22;810;2329;3139;9252583
2017-04-24;282;3621;3903;9258913
2017-04-29;1257;2528;3785;9279141
2017-05-03;372;4182;4554;9291788
2017-05-07;708;1372;2080;9305061
2017-05-08;578;1321;1899;9306960
2017-05-27;1144;1674;2818;9379673
2017-05-28;665;1095;1760;9381433
2017-06-07;497;4190;4687;9420552
2017-06-11;700;1713;2413;9436550
2017-06-15;615;4468;5083;9455929
2017-06-18;686;1666;2352;9466445
2017-06-20;531;4024;4555;9475022
2017-06-25;905;1681;2586;9495719
2017-06-28;454;3920;4374;9508401
2017-07-09;843;1292;2135;9549710
2017-07-26;458;2456;2914;9608680
2017-07-29;731;1455;2186;9618754
2017-08-03;737;3003;3740;9635572
2017-08-04;534;2286;2820;9638392
2017-08-25;762;3200;3962;9704092
2017-09-11;313;3510;3823;9762516
2017-09-18;354;3680;4034;9788645
2017-10-04;457;4302;4759;9856312
2017-10-12;480;4335;4815;9890219
2017-10-14;1122;2492;3614;9898743
2017-10-17;457;4635;5092;9910619
2017-10-28;1112;2117;3229;9956644
2017-10-30;407;2828;3235;9961757
2017-11-03;484;2952;3436;9975223
2017-11-12;516;1263;1779;10003761
2017-11-13;235;3679;3914;10007675
2017-12-01;288;3395;3683;10073050
2017-12-10;159;894;1053;10097795
2017-12-18;148;3243;3391;10121734
2017-12-25;66;224;290;10139552
2017-12-28;189;1612;1801;10143741
2018-01-16;162;3237;3399;10185671
2018-01-29;131;2831;2962;10221610
2018-02-01;217;3479;3696;10231437
2018-02-02;256;3429;3685;10235122
2018-02-23;219;3017;3236;10289634
2018-02-24;369;1481;1850;10291484
2018-02-25;338;924;1262;10292746
2018-02-26;105;2148;2253;10294999
2018-03-01;66;1669;1735;10300935
2018-03-03;215;1258;1473;10304703
2018-03-14;142;2643;2785;10331626
2018-03-23;232;3011;3243;10356600
2018-03-25;484;1185;1669;10360752
2018-04-03;145;2300;2445;10380397
2018-04-11;218;3286;3504;10403122
2018-04-28;657;1627;2284;10461113
2018-05-02;73;1734;1807;10468391
2018-05-13;284;1124;1408;10493802
2018-05-29;217;3317;3534;10546033
2018-05-30;312;3401;3713;10549746
2018-06-11;89;1415;1504;10583887
2018-06-12;175;2529;2704;10586591
2018-06-23;545;1689;2234;10623707
2018-07-22;581;954;1535;10712718
2018-07-29;484;733;1217;10730329
2018-08-17;604;1764;2368;10770784
2018-08-21;176;1304;1480;10777389
2018-08-28;295;2834;3129;10794831
2018-09-13;407;3870;4277;10851126
2018-09-24;206;3537;3743;10891122
2018-10-05;507;4345;4852;10937592
2018-10-11;235;3534;3769;10958132
2018-10-12;455;4261;4716;10962848
2018-10-21;617;1643;2260;10995628
2018-11-21;118;3307;3425;11092628
2018-12-01;110;864;974;11120018
2018-12-03;66;2974;3040;11123937
2018-12-06;162;3814;3976;11135136
2018-12-11;133;3890;4023;11149502
2018-12-20;151;3561;3712;11175660
2018-12-29;269;1267;1536;11188850
2019-01-05;144;1597;1741;11201610
2019-01-12;307;2185;2492;11222604
2019-01-19;311;2141;2452;11244767
2019-02-03;440;1540;1980;11287736
2019-02-11;78;2792;2870;11308498
2019-02-16;628;2166;2794;11325143
2019-03-30;815;2926;3741;11463694
2019-04-03;127;3531;3658;11477804
2019-04-19;601;3699;4300;11530778
2019-04-20;1016;2439;3455;11534233
2019-04-21;1189;1523;2712;11536945
2019-05-02;310;3948;4258;11579069
2019-05-03;308;3862;4170;11583239
2019-05-14;246;4706;4952;11619960
2019-06-09;690;1296;1986;11722360
2019-06-12;196;3594;3790;11732146
2019-06-15;608;2251;2859;11744369
2019-06-17;341;4154;4495;11751552
2019-06-18;374;4361;4735;11756287
2019-06-22;991;2840;3831;11774747
2019-07-01;306;3753;4059;11807016
2019-07-08;489;3698;4187;11836019
2019-07-10;472;4235;4707;11845678
2019-07-14;1185;2096;3281;11861458
2019-07-16;467;4311;4778;11870601
2019-07-19;651;4352;5003;11884937
2019-07-22;456;3403;3859;11895129
2019-07-24;531;3591;4122;11903237
2019-08-14;628;2317;2945;11973763
2019-08-28;578;3751;4329;12020128
2019-08-30;688;4007;4695;12029337
2019-09-03;447;4570;5017;12045094
2019-09-04;231;4179;4410;12049504
2019-09-09;332;3530;3862;12069497
2019-09-21;1106;3087;4193;12126692
2019-09-30;207;3397;3604;12158072
2019-10-11;570;4675;5245;12204131
2019-10-24;267;3308;3575;12248179
2019-11-05;202;3773;3975;12280456
2019-11-12;187;3618;3805;12305635
2019-11-15;259;3782;4041;12317414
2019-11-16;498;2324;2822;12320236
2019-11-18;165;3378;3543;12325561
2019-11-20;188;3594;3782;12332974
2019-11-28;232;3572;3804;12356767
2019-12-18;208;3410;3618;12416231
2019-12-21;171;1272;1443;12424183
2020-01-07;71;2569;2640;12453947
2020-01-10;306;4012;4318;12464153
2020-01-11;449;2157;2606;12466759
2020-01-16;260;3865;4125;12481424
2020-01-20;104;3007;3111;12492507
2020-01-28;71;2989;3060;12515847
2020-01-30;96;2465;2561;12522269
2020-02-14;189;3681;3870;12566520
2020-02-20;154;2960;3114;12582100
2020-02-21;203;3022;3225;12585325
2020-02-27;95;2479;2574;12598767
2020-03-01;151;826;977;12604219
2020-03-15;226;1260;1486;12642803
2020-04-07;10;229;239;12649724
2020-04-11;11;229;240;12650946
2020-04-14;10;321;331;12651608
2020-04-21;11;272;283;12653456
2020-05-09;35;422;457;12659471
2020-05-10;28;285;313;12659784
2020-05-16;362;1260;1622;12667966
2020-05-18;191;1343;1534;12670698
2020-05-22;229;1353;1582;12677978
2020-06-16;181;2220;2401;12733976
2020-06-21;723;1579;2302;12747587
2020-06-26;497;2782;3279;12765110
2020-07-16;678;3211;3889;12828047
2020-08-05;923;2604;3527;12895485
2020-08-21;989;2671;3660;12943180
2020-08-31;574;3500;4074;12976398
2020-09-04;668;4451;5119;12996386
2020-09-07;419;3991;4410;13007926
2020-09-11;730;4770;5500;13029739
2020-09-15;599;5149;5748;13048173
2020-09-19;808;2462;3270;13068755
2020-10-02;346;3833;4179;13125630
2020-10-03;140;1123;1263;13126893
2020-10-09;404;4280;4684;13152898
2020-10-13;249;4257;4506;13168476
2020-10-17;734;2875;3609;13186882
2020-10-19;347;3598;3945;13193892
2020-11-08;114;878;992;13242948
2020-11-13;63;1736;1799;13251801
2020-11-27;92;2278;2370;13276997
2020-12-06;105;1036;1141;13293474
2021-01-07;98;1898;1996;13339934
2021-01-13;114;1978;2092;13350409
2021-01-29;79;2081;2160;13379149
2021-01-31;58;787;845;13381018
2021-02-01;37;1592;1629;13382647
2021-02-06;167;1574;1741;13393195
2021-02-15;69;2031;2100;13407803
2021-02-18;56;1810;1866;13414115
2021-02-24;241;2257;2498;13426555
2021-02-25;142;2046;2188;13428743
2021-03-14;262;1365;1627;13462393
2021-03-19;120;2440;2560;13474318
2021-04-01;117;3153;3270;13507518
2021-04-03;317;1625;1942;13512457
2021-04-05;173;1124;1297;13515514
2021-04-18;342;1923;2265;13543979
2021-04-21;121;2432;2553;13551180
2021-04-26;80;2360;2440;13563969
2021-05-04;45;1491;1536;13585247
2021-05-06;80;1968;2048;13589843
2021-05-13;294;1431;1725;13604791
2021-05-24;155;1184;1339;13629616
2021-05-29;401;2307;2708;13644936
2021-06-03;139;2538;2677;13660220
2021-06-06;406;1776;2182;13668652
2021-06-08;213;3467;3680;13675566
2021-06-19;328;1834;2162;13713703
2021-06-20;168;1223;1391;13715094
2021-06-28;204;2762;2966;13743665
2021-07-04;528;1819;2347;13766208
2021-07-06;256;3213;3469;13772190
2021-07-11;678;1804;2482;13788649
2021-07-16;722;3209;3931;13806906
2021-07-25;804;1865;2669;13837505
2008-06-02;399;568;967;40628
2008-06-05;908;1078;1986;45971
2008-06-06;869;1112;1981;47952
2008-07-03;462;1564;2026;97252
2008-07-10;205;1107;1312;107769
2008-07-12;514;742;1256;110720
2008-07-24;430;1487;1917;130040
2008-08-24;211;341;552;168526
2008-09-04;333;1456;1789;188113
2008-09-06;299;907;1206;190362
2008-09-13;488;1200;1688;204508
2008-09-15;353;2049;2402;208203
2008-09-19;658;2093;2751;218809
2008-09-20;987;1297;2284;221093
2008-10-01;230;1790;2020;246362
2008-10-03;292;2074;2366;250921
2008-10-05;222;455;677;253242
2008-10-09;355;2380;2735;262514
2008-10-13;246;2009;2255;271120
2008-10-15;192;1482;1674;275324
2008-10-26;370;611;981;298318
2008-11-20;202;2264;2466;341037
2008-12-06;254;1229;1483;368407
2008-12-09;120;1847;1967;373040
2008-12-12;128;1815;1943;379223
2008-12-21;271;681;952;392968
2008-12-31;112;703;815;401073
2009-01-19;72;1303;1375;423987
2009-01-22;71;1324;1395;428956
2009-01-26;95;1730;1825;433958
2009-01-31;230;1068;1298;442417
2009-02-06;113;1744;1857;451482
2009-02-17;149;1342;1491;464888
2009-02-22;255;510;765;471440
2009-03-08;209;512;721;497091
2009-03-09;126;1925;2051;499142
2009-03-11;138;2044;2182;503097
2009-03-14;308;1092;1400;508841
2009-03-23;152;1962;2114;526631
2009-03-25;95;1850;1945;530941
2009-04-05;385;654;1039;550559
2009-04-06;104;1481;1585;552144
2009-04-17;172;1550;1722;565547
